,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
With ion Final Energy(ev),-0.11225984383991397,-0.09837218551464355,-0.7091817730438218,-0.1939566415244003,-0.20305928712409746,-0.17294495092481363,-0.20354265930056517,-0.21283259851776712,-0.09470763760436007,-0.08654560343212431,-0.7210526197229273,-0.21923256673061775,-0.22476463607183503,-0.19277149941448954,-0.22368956965673473,-0.21427234485334562,-0.14675244694057168,-0.12210559694925245,-0.6347022875390214,-0.14754298977954117,-0.1621675755947105,-0.13607411217790927,-0.16384065649899646,-0.16915357190413996,0.27144782713655263,0.23761816280857204,0.6455375356434697,0.0889778696683511,0.11360065192807892,0.0721082980255776,0.1366323362299015,0.16682413669233795,-0.16309842806885957,-0.15182799970465438,-0.7227245023901538,-0.2257152016902251,-0.22572768037745294,-0.20708482433624428,-0.21285095227174133,-0.1962789043627234,-0.09157570199983672,-0.06366703791115161,-0.5247954539705829,-0.07347692366564673,-0.09640573950791809,-0.0705502803783554,-0.10219166458837421,0.029518758419135864,0.116601355837992,0.08288495899250059,0.19190209183299006,0.03435446081238361,0.05955551919859917,0.03885875883480609,0.05922270362297121,-0.028400481944694033,-0.10217386751399421,-0.09149013349201683,-0.717114417270309,-0.2103704692320017,-0.21713417825858503,-0.1860058146055415,-0.21645656795804455,-0.21529650042183643,0.23134850002568105,0.19689210565340348,0.18856971598190733,-0.13907850037753786,-0.1661003500749478,-0.13192552127252988,-0.1673390612015665,-0.060424924845006514,0.9416708384537886,1.0,0.3365317381954302,,,0.31230472027466605,,,,,,-0.06986519708125367,,-0.2589882231907563,,,,,,0.25442727884672295,,0.012909731326495663,,,,,,,,,,,,,0.2875297067724084,,,0.10893661547561073,,-0.019833984689996455,,,,,,,,,,,,,0.5227921723972584,,,-0.30122832872419325,,-0.04763936998870892,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8075964175951279,,,,,,,,,,,,,,,,,,,,,,-0.08045480276133704
Ion Energy(ev),-1.88181067030444e-17,1.9822641348043537e-17,7.963734939898811e-17,1.9131200358028758e-17,2.506486932836975e-17,9.566143718363059e-17,1.4977989058268144e-16,-0.6334405832984118,-1.829093782236713e-17,1.868104485454033e-17,7.568634036371047e-17,2.624711802188449e-17,3.103670068898931e-17,1.009595456404019e-16,1.4691443881847398e-16,-0.6378476196787326,-6.714385162837822e-18,3.2327810242696225e-17,7.237312402970124e-17,1.1208774123650961e-17,2.1800953725033278e-17,8.449152549732911e-17,1.524385968745587e-16,-0.5034634064776922,-1.0805008298622491e-17,-4.6402050429414037e-17,-7.880643729242562e-17,-8.038955319927266e-18,-2.7619405124237863e-17,-9.430181672010715e-17,-1.824181056751119e-16,0.49613772249598537,-1.728796852217984e-17,1.82302692579897e-17,8.004698518266708e-17,1.64404277932498e-17,1.657643704551745e-17,7.825791126873821e-17,1.147656092380682e-16,-0.5856869334556764,4.520242757229138e-18,4.205548786332513e-17,7.668146236422417e-17,-5.828432389775303e-18,1.1745515977974703e-17,7.134141910134331e-17,1.5760698662138683e-16,0.08732435242508901,6.949022922427503e-18,-4.811870426811455e-17,-6.53163161293482e-17,1.2884413401409535e-17,-5.642160557184051e-18,-5.984521581853456e-17,-1.423117119648925e-16,-0.08296477752456208,-1.6510051955521294e-17,1.9987834236256014e-17,7.259796611639154e-17,1.9402875661833658e-17,2.5432370882581102e-17,9.186041369143425e-17,1.398076091373069e-16,-0.6408347806799622,-5.750376233135227e-18,-3.9496584576537925e-17,-3.302367813056384e-17,2.4240073061722243e-17,4.4235626807458534e-17,9.198048297352853e-17,1.593592820210252e-16,-0.18152124739893985,-9.484597614551606e-17,0.3365317381954302,1.0,,,-2.3309510278869962e-17,,,,,,-3.1482879344975166e-17,,-1.0134569686465197e-17,,,,,,1.5594682676279505e-18,,3.992875804138522e-17,,,,,,,,,,,,,-4.9405106043132757e-17,,,-6.993073073034158e-17,,8.419488662601861e-18,,,,,,,,,,,,,-3.594301340858932e-17,,,1.1023515484914564e-16,,-1.3115883571127556e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,8.125965441474238e-17,,,,,,,,,,,,,,,,,,,,,,-0.310176868994263
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.5826160988270437,-0.5878761813447028,-0.028097424564802943,-0.01902624030478358,-0.022653397754234167,-0.05872555161723327,-0.01563544855289487,-4.919066522715885e-17,-0.5167577486250602,-0.5251687944814097,-0.02814357938690862,-0.019758480579428344,-0.021929216966284765,-0.05902667119643925,-0.014293664948060121,-2.8753232379478647e-17,-0.704146707723811,-0.705526343069445,-0.027419451917535805,-0.017335927656406278,-0.023335767307874126,-0.05702659485122036,-0.017533968438160748,1.314117817123452e-17,0.9446517450068924,0.9475663686160902,0.027550334967651323,0.020599192512202404,0.03122716872497981,0.06398739509065025,0.03178703242264797,1.0997602848241579e-17,-0.6365238532709697,-0.6409317651190296,-0.02814819194149653,-0.016053407202541586,-0.01605822126736682,-0.0508876167107083,-0.006168378112066529,1.230383980176554e-17,-0.6250118425479931,-0.6282298881846167,-0.025690001135875537,-0.015851346337027977,-0.02574242166029311,-0.055544258663974826,-0.02350888480083223,-6.326397596498373e-18,0.6931981224912431,0.6941335416284304,0.017897592987946992,0.013322068777237336,0.02442133163008138,0.050794408124813305,0.022917608131761816,-1.71652770473657e-17,-0.5454727750994938,-0.5524849402559303,-0.028130804181822695,-0.01945177379005554,-0.022119307456340963,-0.058842401041713704,-0.014655199350641237,-1.727254004853984e-17,0.8897815526474316,0.8921678672837243,0.017806327744241873,-0.0233132846268081,-0.03487448670576292,-0.059112354490894255,-0.01991614230307015,-4.2493468339616905e-17,0.33172489830400304,0.31230472027466605,-2.3309510278869962e-17,,,1.0,,,,,,0.023121660891617084,,-0.23983739837398368,,,,,,-0.011616664104999282,,-0.25519147629182637,,,,,,,,,,,,,0.020418796394389652,,,0.030902170955129597,,-0.26016260162601657,,,,,,,,,,,,,0.00674174964415791,,,-0.04372677424678544,,-0.25021185753940495,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026966998576631596,,,,,,,,,,,,,,,,,,,,,,-0.03542146428705246
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-0.022751535069644568,-0.05106956040485894,-0.09258579516277246,-0.6697371392581234,-0.6736266719871797,-0.6807366260738514,-0.6050560891737131,-2.644396606142418e-16,-0.020960119335892348,-0.05234391595687821,-0.08883153449902022,-0.6072664787117665,-0.6093785822942276,-0.6204110784441409,-0.5487391136338838,-3.5392974319325413e-16,-0.027497383849302462,-0.04856597423062223,-0.11128387581593074,-0.7641071725239481,-0.7713329553015298,-0.7737413802997608,-0.6953533890686312,1.6477045344344353e-15,0.036186415617329964,0.019761075633116135,0.10896698662845837,0.8538929776483734,0.8648888112435321,0.8622595900203953,0.7791779679365237,-1.4805321539647836e-16,-0.01889992195671738,-0.032830813884454454,-0.08827917954890109,-0.5415090792607976,-0.5415135163783007,-0.5578051634368822,-0.49443222972390033,2.5939106872667754e-17,-0.025536813820674853,-0.05795844191666566,-0.12976017216635413,-0.8797437705413912,-0.891952561971047,-0.8904689986892468,-0.8135857407506089,-3.3974985631619443e-16,0.028238656321257122,0.054217170410620796,0.15378374239514647,0.9174126064111794,0.9311892274611706,0.9300459413952422,0.856968075320028,1.93420594855342e-16,-0.021545685032149323,-0.05165383111056224,-0.09010874860247006,-0.6296240713886985,-0.6323202344267447,-0.6419183867705455,-0.5686865591160907,-2.1891543197949715e-16,0.03328826964850108,0.029981643534598396,0.15385840639725418,-0.7785305623759885,-0.7859255949560172,-0.7823816673802592,-0.7028885349634535,-3.4378763416680777e-16,-0.07398748387536701,-0.06986519708125367,-3.1482879344975166e-17,,,0.023121660891617084,,,,,,1.0,,0.023121660891617043,,,,,,-0.3256131854319481,,-0.03431978463628072,,,,,,,,,,,,,0.15041827977919617,,,-0.3523397145404405,,0.0423897117357883,,,,,,,,,,,,,-0.10645173307682634,,,-0.33468152121218103,,-0.05559324913586504,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042540748838739324,,,,,,,,,,,,,,,,,,,,,,-0.11985226817666308
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-0.3665742439988347,-0.38232506898641533,-0.04199175539355161,-0.0355285915895447,-0.03925287024656077,-0.07482771899615193,-0.031842925711383294,-3.5308637003543454e-17,-0.3670428868738744,-0.38374093241280705,-0.040936115471866985,-0.03742334732262563,-0.03965642828633516,-0.0761634467050827,-0.03137016731963611,-3.381167140920173e-17,-0.349787163252412,-0.36303782701631593,-0.04700477471577571,-0.03178253403674447,-0.03792062187529514,-0.07128324356402521,-0.03214560880329428,9.66992355996502e-18,0.007795368104464004,0.006055427210231414,0.046409195213364875,0.02096968158616279,0.03160249527215495,0.06435513874059638,0.032170933780409264,-1.5519981589574558e-17,-0.17987515812068658,-0.2029990272907875,-0.0407796129266327,-0.04020558421750013,-0.040210599277077756,-0.07442560327820565,-0.029456592989829295,4.590985000658781e-18,-0.5166484917706564,-0.5237570686417204,-0.05138000227175089,-0.02359824492279336,-0.03359809024207257,-0.06330850987506793,-0.03168042229844749,1.5499674111421008e-17,0.4754146503665616,0.4821950432698906,0.05404284458688565,0.020271613471683516,0.03147645908378238,0.05782663611790291,0.03040335031614453,-3.9011993289467487e-17,-0.3680231110490596,-0.3843314762670202,-0.04129684588140379,-0.0368207965685692,-0.03956376298302855,-0.07572750277247423,-0.03153936188771321,-1.990097005592633e-17,0.14965475320840865,0.15526714947163928,0.0540145235626801,-0.03569788907493772,-0.04737939965999184,-0.0713278478773771,-0.0324509830408824,-2.0955683016797364e-17,-0.2751191086014321,-0.2589882231907563,-1.0134569686465197e-17,,,-0.23983739837398368,,,,,,0.023121660891617043,,1.0,,,,,,0.027105549691271342,,-0.2551914762918264,,,,,,,,,,,,,0.054450123718372365,,,-0.007725542688083661,,-0.2601626016260166,,,,,,,,,,,,,-0.02696699857663162,,,-0.043726774246785276,,-0.2502118575394051,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02696699857663159,,,,,,,,,,,,,,,,,,,,,,0.04439085557544464
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,-0.04261102200651578,-0.01411399570468154,-0.07751826178480202,-0.35844124410267636,-0.3607077349561346,-0.3398128875560458,-0.36109527990956836,1.1431667040003931e-16,-0.046651243972637965,-0.014538472749760363,-0.07951195880889954,-0.4207869480985605,-0.4223658436198355,-0.39940696468144177,-0.41438917417556426,-9.949778513356736e-17,-0.031441243952988626,-0.011282573025017954,-0.0656469316442288,-0.24933850914861821,-0.25198507250776064,-0.2342619929333977,-0.2630607561515477,4.733162745599515e-16,-0.007427822705357821,0.011250253999582313,0.06732103665965324,-0.05776343874801276,-0.05805510957372884,-0.06765173902577687,-0.014613948899171688,4.053310576494971e-17,-0.037990427852531726,-0.024541165524172764,-0.07979584821737123,-0.5415534292360505,-0.5415581450413697,-0.5181391627757944,-0.5111077820911271,1.1335381923893033e-16,-0.03623220848493898,-0.00441608043313303,-0.04932523300866105,-0.03016344372928173,-0.03101866646155644,-0.016925382075541524,-0.05448004318376829,3.362683306706494e-16,0.02782094310781499,0.00302924838347336,0.004080788129426649,-0.03891267571372108,-0.0390173047527763,-0.05399172665100632,-0.021791617633095367,1.1482908563415907e-16,-0.04514064629438209,-0.014545456723307747,-0.07884637810560922,-0.40054192559597485,-0.40239679545570506,-0.3801462808334766,-0.3971913221836767,-9.98819114246032e-17,0.0055502585175060196,0.011073364609287277,0.003649639111752031,-0.20821886200552045,-0.21074768819638554,-0.1996223917295802,-0.23321784977136253,-2.736413744412821e-16,0.26995584674848877,0.25442727884672295,1.5594682676279505e-18,,,-0.011616664104999282,,,,,,-0.3256131854319481,,0.027105549691271342,,,,,,1.0,,0.0455787827219381,,,,,,,,,,,,,0.016613764226041463,,,-0.34990186955881775,,-0.05033887796903384,,,,,,,,,,,,,0.08007387107495367,,,-0.33061797674391996,,-0.011172348027059182,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09653015530870158,,,,,,,,,,,,,,,,,,,,,,0.13942072767131347
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,-0.16545116697494744,-0.13381825734428238,-0.01099922002675282,-0.029454043592472758,-0.015835328780702068,0.028786971423461538,-0.04612288376114163,3.067298096382009e-17,-0.23430492465963787,-0.201056543746712,-0.011472547965473005,-0.029190593020450874,-0.021050185882273864,0.020554618772636146,-0.05211963794125421,1.9366293120378942e-17,-0.005125729419763144,0.024458168967199996,-0.008294312344425498,-0.029150874615951915,-0.006539963713330166,0.04261862414622323,-0.03494386493914813,-3.2119036452304775e-18,-0.18644193733912517,-0.211761017975131,0.00866583045253944,0.04012967761868209,9.34996562465581e-06,-0.054050277066134196,0.006445851192860451,1.0190560159611666e-17,-0.30668293893565696,-0.2786395656527951,-0.011540498413713964,-0.02073839048632569,-0.020720198932013115,0.016672740345052325,-0.061114664400373324,-3.65979351146831e-18,0.121999934576933,0.15554751640765715,-0.004799832891926989,-0.0311451719465631,0.006352621531695781,0.061299110534604836,-0.011932079207136114,9.140821050221539e-18,-0.2051420265141039,-0.23936176818931554,-0.00404295767100829,0.028436932155053062,-0.013885629090686044,-0.07051409283044086,0.0026489802211076136,1.9825723222732412e-17,-0.20608781912246654,-0.17348219696445086,-0.011313789719677458,-0.029178232959779254,-0.019170155581731387,0.02350141630919328,-0.05015812401330757,6.454285884505696e-18,-0.16201353799904764,-0.19071158277980546,-0.004122435304772702,-0.03670080854202308,0.007415255129501495,0.042869155937575724,-0.03215029165741517,-2.6101926085257496e-17,0.013617213734390078,0.012909731326495663,3.992875804138522e-17,,,-0.25519147629182637,,,,,,-0.03431978463628072,,-0.2551914762918264,,,,,,0.0455787827219381,,1.0,,,,,,,,,,,,,-0.0016955461479003359,,,0.030311699557289684,,-0.25519147629182637,,,,,,,,,,,,,0.017634479705946112,,,-0.04258179267642516,,-0.24413229264024608,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015955005448237032,,,,,,,,,,,,,,,,,,,,,,0.053338993847859714
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,-0.054550886119315564,-0.07915742504213572,-0.7711966938907592,-0.12198083273699827,-0.12748078820727468,-0.15938427383281548,-0.14518213918397926,-9.802589411099045e-17,-0.05205523996182693,-0.08248481468100725,-0.7518094115561117,-0.111160285222769,-0.11441081207582658,-0.15355967399197099,-0.1485719490218809,-1.1619632914223559e-16,-0.058374916347788075,-0.06976885802393173,-0.863262955266995,-0.13847944743406077,-0.14774114774114805,-0.1670934706092014,-0.13700328873002426,3.198711472931514e-16,0.04472635856570065,0.03184798209549633,0.8523248809020743,0.1403795835583428,0.15630494359349661,0.15608714496723913,0.10904794935063825,-7.812932968861727e-17,-0.04270211818052655,-0.07254186012926409,-0.7489351748318078,-0.10741653510430837,-0.1074237963458836,-0.1526097443549004,-0.15202941029524358,3.551336626164175e-17,-0.06599047788025057,-0.07040657066896372,-0.9436158958517556,-0.1547035501099628,-0.1700287290234673,-0.16900008450006357,-0.11519143340234633,-2.2509166207425193e-17,0.06595706465177721,0.06270060210753005,0.9925201431388238,0.1626088886314352,0.17990348510145215,0.16984076071548332,0.10375330538585172,-9.144714842086373e-18,-0.053166753647193685,-0.0811350745285031,-0.7584343810677066,-0.11516711204613093,-0.11918127158813044,-0.15581719464463664,-0.14755267682023443,-4.730955596453804e-17,0.05188689203381851,0.044206158527692406,0.9920000153177722,-0.14429575468200923,-0.1611172863392783,-0.1655651106321264,-0.13492717261140036,-2.997011648047585e-17,0.30536635645009486,0.2875297067724084,-4.9405106043132757e-17,,,0.020418796394389652,,,,,,0.15041827977919617,,0.054450123718372365,,,,,,0.016613764226041463,,-0.0016955461479003359,,,,,,,,,,,,,1.0,,,-0.09135481682908002,,-0.01361253092959305,,,,,,,,,,,,,-0.4952605565436485,,,-0.07820537681434113,,-0.061095423654103025,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49526055654364837,,,,,,,,,,,,,,,,,,,,,,-0.00791951134955886
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
